-1, -1, 1.28067e-008
-1, -0.75, 6.32201e-012
-1, -0.5, 1.69044e-016
-1, -0.25, 6.33056e-020
-1, 0, 5.51092e-016
-1, 0.25, 8.74977e-009
-1, 0.5, 8.84218e-005
-1, 0.75, 0.0326445
-1, 1, 0.142731
-0.75, -1, 5.37958e-008
-0.75, -0.75, 8.4439e-012
-0.75, -0.5, 6.72618e-019
-0.75, -0.25, 1.47882e-033
-0.75, 0, 1.7095e-023
-0.75, 0.25, 6.97144e-009
-0.75, 0.5, 0.0460339
-0.75, 0.75, 0.0365235
-0.75, 1, 0.125109
-0.5, -1, 3.06112e-006
-0.5, -0.75, 5.48288e-009
-0.5, -0.5, 2.13752e-013
-0.5, -0.25, 9.63957e-018
-0.5, 0, 3.25372e-015
-0.5, 0.25, 1.26345e-005
-0.5, 0.5, 0.0137573
-0.5, 0.75, 0.0645741
-0.5, 1, 0.358768
-0.25, -1, 0.000565975
-0.25, -0.75, 4.37127e-005
-0.25, -0.5, 4.68082e-006
-0.25, -0.25, 8.08967e-006
-0.25, 0, 0.000524408
-0.25, 0.25, 0.0601376
-0.25, 0.5, 0.0320234
-0.25, 0.75, 0.0302919
-0.25, 1, 0.00310254
0, -1, 0.0467486
0, -0.75, 0.0338314
0, -0.5, 0.055636
0, -0.25, 0.254424
0, 0, 0.482737
0, 0.25, 0.0651451
0, 0.5, 0.00187778
0, 0.75, 4.10957e-005
0, 1, 3.68e-006
0.25, -1, 0.691064
0.25, -0.75, 0.795466
0.25, -0.5, 1.01642
0.25, -0.25, 0.421411
0.25, 0, 0.0041471
0.25, 0.25, 1.85275e-007
0.25, 0.5, 2.23412e-011
0.25, 0.75, 2.92741e-013
0.25, 1, 5.39932e-011
0.5, -1, 2.20007
0.5, -0.75, 1.69691
0.5, -0.5, 0.663432
0.5, -0.25, 0.0296064
0.5, 0, 4.52028e-006
0.5, 0.25, 3.77543e-016
0.5, 0.5, 1.21488e-024
0.5, 0.75, 3.94061e-019
0.5, 1, 1.76455e-012
0.75, -1, 2.43769
0.75, -0.75, 1.15243
0.75, -0.5, 0.167565
0.75, -0.25, 0.00236213
0.75, 0, 2.56796e-007
0.75, 0.25, 1.04458e-013
0.75, 0.5, 3.01255e-016
0.75, 0.75, 4.25497e-014
0.75, 1, 3.29408e-011
1, -1, 1.71407
1, -0.75, 0.500055
1, -0.5, 0.0476607
1, -0.25, 0.000634205
1, 0, 5.18853e-007
1, 0.25, 2.47723e-010
1, 0.5, 1.73637e-011
1, 0.75, 6.58482e-011
1, 1, 1.39333e-009

