-1, -1, 7.63513e-023
-1, -0.75, 8.1355e-041
-1, -0.5, 1.96735e-053
-1, -0.25, 1.62995e-033
-1, 0, 8.15042e-021
-1, 0.25, 6.82821e-014
-1, 0.5, 9.13183e-010
-1, 0.75, 3.83609e-007
-1, 1, 2.0667e-005
-0.75, -1, 1.24953e-018
-0.75, -0.75, 2.01086e-037
-0.75, -0.5, 5.54216e-027
-0.75, -0.25, 2.10474e-022
-0.75, 0, 4.10835e-015
-0.75, 0.25, 2.00538e-010
-0.75, 0.5, 1.9573e-007
-0.75, 0.75, 1.80831e-005
-0.75, 1, 0.000372914
-0.5, -1, 1.95615e-007
-0.5, -0.75, 6.61082e-011
-0.5, -0.5, 2.77395e-008
-0.5, -0.25, 1.29058e-008
-0.5, 0, 1.3217e-007
-0.5, 0.25, 4.21781e-006
-0.5, 0.5, 0.000104575
-0.5, 0.75, 0.00127872
-0.5, 1, 0.00795367
-0.25, -1, 0.0854793
-0.25, -0.75, 0.00110413
-0.25, -0.5, 0.117003
-0.25, -0.25, 0.0505295
-0.25, 0, 0.013463
-0.25, 0.25, 0.0118542
-0.25, 0.5, 0.0239479
-0.25, 0.75, 0.0580571
-0.25, 1, 0.127583
0, -1, 1.28482e-014
0, -0.75, 3.34927e-006
0, -0.5, 0.133116
0, -0.25, 1.43893
0, 0, 1.32269
0, 0.25, 0.893492
0, 0.5, 0.795864
0, 0.75, 0.874499
0, 1, 1.03787
0.25, -1, 1.70278e-040
0.25, -0.75, 2.14856e-019
0.25, -0.5, 5.3656e-005
0.25, -0.25, 0.125383
0.25, 0, 1.41984
0.25, 0.25, 2.86513
0.25, 0.5, 3.4248
0.25, 0.75, 3.57691
0.25, 1, 3.6063
0.5, -1, 2.1777e-054
0.5, -0.75, 9.7366e-035
0.5, -0.5, 1.80141e-012
0.5, -0.25, 0.000201478
0.5, 0, 0.0846351
0.5, 0.25, 1.00669
0.5, 0.5, 2.943
0.5, 0.75, 4.69584
0.5, 1, 5.63475
0.75, -1, 9.89185e-044
0.75, -0.75, 2.97917e-032
0.75, -0.5, 2.19976e-017
0.75, -0.25, 1.08105e-007
0.75, 0, 0.00140127
0.75, 0.25, 0.107862
0.75, 0.5, 0.953634
0.75, 0.75, 2.75444
0.75, 1, 4.69478
1, -1, 7.01896e-030
1, -0.75, 6.10442e-025
1, -0.5, 5.43995e-017
1, -0.25, 1.73652e-009
1, 0, 4.03722e-005
1, 0.25, 0.0116061
1, 0.5, 0.193388
1, 0.75, 1.03797
1, 1, 2.57526

