-0.25 , -0.25 , 0.565146
-0.25 , 0 , 0.714762
-0.25 , 0.25 , 0.868596
0 , -0.25 , 4.0725
0 , 0 , 4.94387
0 , 0.25 , 5.30455
0.25 , -0.25 , 6.23536
0.25 , 0 , 9.37689
0.25 , 0.25 , 11.2303

