-1, -1, 1.0947e-008
-1, -0.75, 3.03319e-008
-1, -0.5, 1.23064e-007
-1, -0.25, 7.09958e-007
-1, 0, 4.73311e-006
-1, 0.25, 2.92384e-005
-1, 0.5, 0.000140977
-1, 0.75, 0.000458424
-1, 1, 0.00079306
-0.75, -1, 0.000105727
-0.75, -0.75, 0.000144505
-0.75, -0.5, 0.000235475
-0.75, -0.25, 0.000496409
-0.75, 0, 0.00124525
-0.75, 0.25, 0.00322846
-0.75, 0.5, 0.00757554
-0.75, 0.75, 0.0141593
-0.75, 1, 0.0171588
-0.5, -1, 0.0327698
-0.5, -0.75, 0.0412497
-0.5, -0.5, 0.0490725
-0.5, -0.25, 0.0633815
-0.5, 0, 0.0897942
-0.5, 0.25, 0.132083
-0.5, 0.5, 0.186778
-0.5, 0.75, 0.230484
-0.5, 1, 0.208046
-0.25, -1, 0.78905
-0.25, -0.75, 1.17954
-0.25, -0.5, 1.39884
-0.25, -0.25, 1.54042
-0.25, 0, 1.68126
-0.25, 0.25, 1.82954
-0.25, 0.5, 1.92521
-0.25, 0.75, 1.83213
-0.25, 1, 1.35035
0, -1, 2.13302
0, -0.75, 4.2725
0, -0.5, 6.2203
0, -0.25, 7.50956
0, 0, 8.17729
0, 0.25, 8.34583
0, 0.5, 7.98144
0, 0.75, 6.84123
0, 1, 4.55744
0.25, -1, 0.44248
0.25, -0.75, 1.73996
0.25, -0.5, 4.27132
0.25, -0.25, 7.53768
0.25, 0, 10.629
0.25, 0.25, 12.7718
0.25, 0.5, 13.406
0.25, 0.75, 11.9796
0.25, 1, 7.90581
0.5, -1, 0.00387075
0.5, -0.75, 0.0641663
0.5, -0.5, 0.439958
0.5, -0.25, 1.63714
0.5, 0, 3.95834
0.5, 0.25, 6.98225
0.5, 0.5, 9.5558
0.5, 0.75, 10.0956
0.5, 1, 6.99505
0.75, -1, 1.36105e-006
0.75, -0.75, 0.000227428
0.75, -0.5, 0.00776603
0.75, -0.25, 0.0895507
0.75, 0, 0.485342
0.75, 0.25, 1.52561
0.75, 0.5, 3.13117
0.75, 0.75, 4.26338
0.75, 1, 3.01681
1, -1, 4.55779e-011
1, -0.75, 1.36604e-007
1, -0.5, 3.52235e-005
1, -0.25, 0.00166455
1, 0, 0.0244547
1, 0.25, 0.156067
1, 0.5, 0.520836
1, 0.75, 0.921156
1, 1, 0.492464

