-1, -1, 6.87309e-005
-1, -0.75, 1.34327e-007
-1, -0.5, 9.28424e-011
-1, -0.25, 5.58021e-014
-1, 0, 3.83873e-017
-1, 0.25, 3.22407e-020
-1, 0.5, 3.31718e-023
-1, 0.75, 4.11931e-026
-1, 1, 6.05684e-029
-0.75, -1, 0.000366431
-0.75, -0.75, 5.66337e-007
-0.75, -0.5, 3.0322e-010
-0.75, -0.25, 1.55428e-013
-0.75, 0, 9.60783e-017
-0.75, 0.25, 7.45155e-020
-0.75, 0.5, 7.19516e-023
-0.75, 0.75, 8.47614e-026
-0.75, 1, 1.1915e-028
-0.5, -1, 0.00091223
-0.5, -0.75, 1.07346e-006
-0.5, -0.5, 4.84489e-010
-0.5, -0.25, 2.32395e-013
-0.5, 0, 1.38932e-016
-0.5, 0.25, 1.0542e-019
-0.5, 0.5, 1.0007e-022
-0.5, 0.75, 1.16176e-025
-0.5, 1, 1.61189e-028
-0.25, -1, 0.000921711
-0.25, -0.75, 8.40068e-007
-0.25, -0.5, 3.71541e-010
-0.25, -0.25, 1.85779e-013
-0.25, 0, 1.16034e-016
-0.25, 0.25, 9.13551e-020
-0.25, 0.5, 8.9324e-023
-0.25, 0.75, 1.06166e-025
-0.25, 1, 1.50092e-028
0, -1, 0.00032097
0, -0.75, 2.68782e-007
0, -0.5, 1.39666e-010
0, -0.25, 8.07728e-014
0, 0, 5.66855e-017
0, 0.25, 4.89537e-020
0, 0.5, 5.15424e-023
0, 0.75, 6.50531e-026
0, 1, 9.6633e-029
0.25, -1, 3.81922e-005
0.25, -0.75, 3.90945e-008
0.25, -0.5, 2.72409e-011
0.25, -0.25, 1.9786e-014
0.25, 0, 1.65912e-017
0.25, 0.25, 1.65031e-020
0.25, 0.5, 1.94763e-023
0.25, 0.75, 2.69962e-026
0.25, 1, 4.33607e-029
0.5, -1, 2.0707e-006
0.5, -0.75, 2.99425e-009
0.5, -0.5, 2.97141e-012
0.5, -0.25, 2.86195e-015
0.5, 0, 3.00462e-018
0.5, 0.25, 3.58283e-021
0.5, 0.5, 4.90523e-024
0.5, 0.75, 7.69233e-027
0.5, 1, 1.37097e-029
0.75, -1, 6.60478e-008
0.75, -0.75, 1.36167e-010
0.75, -0.5, 1.95594e-013
0.75, -0.25, 2.57386e-016
0.75, 0, 3.49339e-019
0.75, 0.25, 5.14895e-022
0.75, 0.5, 8.41026e-025
0.75, 0.75, 1.53031e-027
0.75, 1, 3.0957e-030
1, -1, 1.37816e-009
1, -0.75, 4.01459e-012
1, -0.5, 8.31788e-015
1, -0.25, 1.51444e-017
1, 0, 2.71011e-020
1, 0.25, 5.04617e-023
1, 0.5, 1.00493e-025
1, 0.75, 2.16588e-028
1, 1, 5.06934e-031

