-1, -1, 2.03209e-025
-1, -0.75, 7.56321e-022
-1, -0.5, 5.48952e-018
-1, -0.25, 9.76767e-014
-1, 0, 4.77855e-009
-1, 0.25, 4.59739e-005
-1, 0.5, 0.00147132
-1, 0.75, 0.00913281
-1, 1, 0.0255935
-0.75, -1, 7.29658e-025
-0.75, -0.75, 3.29941e-021
-0.75, -0.5, 3.16575e-017
-0.75, -0.25, 8.89726e-013
-0.75, 0, 1.05038e-007
-0.75, 0.25, 0.0010316
-0.75, 0.5, 0.0206643
-0.75, 0.75, 0.107651
-0.75, 1, 0.259004
-0.5, -1, 1.47444e-024
-0.5, -0.75, 7.37854e-021
-0.5, -0.5, 8.2063e-017
-0.5, -0.25, 3.02157e-012
-0.5, 0, 8.19628e-007
-0.5, 0.25, 0.00903536
-0.5, 0.5, 0.150538
-0.5, 0.75, 0.696262
-0.5, 1, 1.4673
-0.25, -1, 1.65128e-024
-0.25, -0.75, 8.24403e-021
-0.25, -0.5, 9.09213e-017
-0.25, -0.25, 3.34366e-012
-0.25, 0, 1.49721e-006
-0.25, 0.25, 0.0290118
-0.25, 0.5, 0.54229
-0.25, 0.75, 2.36843
-0.25, 1, 4.4886
0, -1, 1.02691e-024
0, -0.75, 4.61191e-021
0, -0.5, 4.3106e-017
0, -0.25, 1.18534e-012
0, 0, 3.8315e-007
0, 0.25, 0.0263262
0, 0.5, 0.858297
0, 0.75, 3.93812
0, 1, 7.03251
0.25, -1, 3.61373e-025
0.25, -0.75, 1.33084e-021
0.25, -0.5, 9.22664e-018
0.25, -0.25, 1.52317e-013
0.25, 0, 9.54792e-009
0.25, 0.25, 0.00261636
0.25, 0.5, 0.461464
0.25, 0.75, 2.83541
0.25, 1, 5.23521
0.5, -1, 7.43873e-026
0.5, -0.75, 2.08585e-022
0.5, -0.5, 9.75717e-019
0.5, -0.25, 8.62989e-015
0.5, 0, 1.6003e-010
0.5, 0.25, 4.04733e-006
0.5, 0.5, 0.0434876
0.5, 0.75, 0.713764
0.5, 1, 1.65971
0.75, -1, 9.353e-027
0.75, -0.75, 1.89411e-023
0.75, -0.5, 5.65918e-020
0.75, -0.25, 2.60439e-016
0.75, 0, 1.74472e-012
0.75, 0.25, 1.04649e-008
0.75, 0.5, 9.26132e-005
0.75, 0.75, 0.0409494
0.75, 1, 0.188882
1, -1, 7.5419e-028
1, -0.75, 1.06772e-024
1, -0.5, 1.99255e-021
1, -0.25, 4.86272e-018
1, 0, 1.39209e-014
1, 0.25, 3.29988e-011
1, 0.5, 6.18658e-008
1, 0.75, 0.000218959
1, 1, 0.00580047

